Index,Composition,bandgap,spgN
64910,Fe1 Cl2,0.6108000000000002,164
64911,Ga6 Au21,0.0,189
64912,Mn8 V8 O28,1.4567999999999999,2
64913,V8 P8 Pb4 O40,2.0469,14
64914,Pb4 I8,2.4069000000000003,166
64915,Mn39 Si6 Sb3 O72,0.16540000000000044,157
64916,Nd20 Ti16 Fe4 O68,1.7847,14
64917,K16 U16 W8 O80,1.8912,14
64918,Re3 Te6 Cl36,1.0373,148
64919,Li2 Mo4 P6 O24,1.3906000000000003,5
64920,O3 Ca2 Cu1,0.0,71
64921,La1 Cr2 Si2 C1,0.0,123
64922,Al4 Ni2 Cl16,1.1343,15
64923,C12,0.0010999999999998789,186
64924,Pb4 C4 N8,1.7321999999999997,33
64925,Ba4 Ca2 Fe4 Cu2 F28,0.9529,1
64926,K2 H2 O2,3.6187,4
64927,V4 H4 O8,1.4847000000000001,26
64928,B2 N2,3.9688999999999997,186
64929,Pr10 In20 Pd10,0.0,107
64930,K16 Mo32 O104,2.9414000000000002,61
64931,S8 U4,0.0,62
64932,Nb2 Zn32,0.0,63
64933,Ce2 Zn22,0.0,1
64934,Ba1 Ge12 Pt4,0.0,204
64935,Cu4 Bi20 Pb4 S36,0.5931999999999995,62
64936,Na2 Li1 Al1 H6,2.6364,225
64937,As6 Pb10 Cl2 O24,3.0286,176
64938,Sn4 S4 O16,4.174099999999999,14
64939,Ni6 Mo4 Se2 O22,2.5395999999999996,2
64940,Mg30 V12 Mo12 O96,2.7858,11
64941,Na32 V16 O56,3.3849,1
64942,Rb2 Li2 Bi4 Mo8 O32,2.9643,15
64943,K12 Nb28 O76,2.1043000000000003,2
64944,Yb12 P36 O108,0.0,14
64945,C4 O12 Mg3 Ca1,4.815300000000001,155
64946,Li2 Fe12 Ge10,0.0,166
64947,O8 Cu4 Ba2 Er1,0.0,65
64948,Li2 O12 Sb2 La4,3.885700000000001,14
64949,Cs12 Cd4 I20,2.7925,62
64950,Ba10 Si16 O42,4.5042,1
64951,Rb10 Mo36 S38,0.0,148
64952,Gd8 S12,0.7560000000000002,62
64953,Cs4 Re24 S32 Br12,1.4922,14
64954,Y2 In4 Ni18,0.0,127
64955,Li7 Mo12 Se16,0.0,1
64956,Na4 U4 O14,1.5831999999999997,11
64957,Tl2 Bi2 F8,2.2336,11
64958,Er8 Zr6 O24,4.1668,2
64959,Pu2 Pa2 O8,0.0,141
64960,K1 P1 F6,7.1053,166
64961,Na16 K4 Sn4 Sb12,0.4226000000000001,14
64962,Ba11 Nb6 S28,0.46530000000000005,1
64963,K4 Ba1 Ta6 Si4 O26,2.8469999999999995,38
64964,K6 Ba3 Ta12 Si8 O52,2.7981999999999996,25
64965,Na5 Ti7 Al1 P12 O48,2.4867,1
64966,Cu8 W24 Br56,2.1981,61
64967,Pb15 I30,2.3538,156
64968,Cu18 Se8 Cl12 O28,0.0,14
64969,Cs4 Sb4 Te24 O24 F120,2.5475999999999996,86
64970,Tl8 Ga8 Se16,1.2542999999999997,9
64971,Sc4 S6,0.9279999999999995,1
64972,U5 S10,0.0,5
64973,Ti48 Ga10 S96,0.0,31
64974,K16 Y8 Ti8 P24 O96,2.5582,1
64975,Rb16 Er7 Ti9 P24 O96,2.5888999999999998,1
64976,N2 O6 F12 Si2 K6,3.3592,194
64977,Tl4 P4 H8 O16,4.2688,14
64978,N1 O3 K1,2.9587000000000003,160
64979,Ca2 Zn2 Si2 H4 O10,3.6399999999999997,9
64980,Mg12 In4,0.0,166
64981,Li19 Ni23 O42,0.0,2
64982,Sr6 Mg7 H26,2.9736000000000002,12
64983,Al16 Ni8 O32,3.076200000000001,8
64984,Se2 Nb1,0.05799999999999994,42
64985,Na6 U2 Mo4 O21,2.0982,2
64986,Mo8 P10 O48,1.4836,9
64987,Rb10 W36 O108,0.0,157
64988,Rb9 W36 O108,0.0,162
64989,Ge12 Ru8,0.3529,116
64990,K4 H12 Se8 O24,4.4838000000000005,60
64991,Na12 Si4 H12 O20,3.8945,14
64992,O7 Si2 Ca1 Zr1,4.5532,5
64993,C2 Si2,2.3028000000000013,186
64994,V6 O10,1.0233999999999996,1
64995,U2 H24 N4 O28,2.412,36
64996,Na16 P8 H40 O48,4.7242999999999995,61
64997,V4 H44 N12 Cl20,0.0,62
64998,Na8 H8 C4 O16,4.1589,29
64999,Na1 Cu2 H2 Se2 O10,0.0,12
65000,Na12 P4 H4 O18,4.3754,15
65001,Ca4 V8 P12 H4 O48,1.5189,14
65002,Fe3 Pb8 F24,1.6795999999999998,2
65003,O32 Ca8 Ga16,2.9875999999999996,14
65004,Ni4 I8 O32 H16,3.0206,61
65005,Ca20 Ti16 Nb2 Fe2 O60,1.9961000000000002,2
65006,K2 Zn1 Cr4 H4 O16,2.5866,2
65007,Na6 V2 Si8 H4 O24,2.2359000000000004,2
65008,K8 Mn4 H32 S8 O48,4.6128,15
65009,Mn4 H32 N8 O40,2.8790999999999998,14
65010,K4 Co6 P8 H8 O32,2.8373999999999997,14
65011,Ca4 Hf2 O8,3.8409999999999997,55
65012,Te2 S8 O28,3.3237,1
65013,Rb1 N1 O3,2.9593,155
65014,Rb4 S4 O14,5.0587,15
65015,Li10 O8 Al2,4.795,59
65016,Li16 Ti2 S12,2.2894,185
65017,P4 Cl12 O4,4.5483,33
65018,Ho6 Te3 O18,3.1026,150
65019,K3 Li1 Ti7 O16,2.8255999999999997,1
65020,Na2 Dy2 O4,4.0169,141
65021,Ba2 Ti12 O24,0.0,87
65022,K8 P8 H16 O32,5.2602,9
65023,Cs4 Si12 H4 O28,4.7963000000000005,19
65024,Ga4 P6 H24 N6 O24,4.130699999999999,15
65025,Na24 Zn12 As16 H24 O76,2.9932999999999996,198
65026,Hf6 N4 O6,3.2891000000000004,63
65027,Li12 V8 P12 O48,2.0794,14
65028,Li2 P8 W2 O26,2.0451,1
65029,Al19 Cr1 O30,3.9272,1
65030,Li8 Cr12 Si16 O48,2.3455,62
65031,Li4 Mn3 Ni1 P4 O16,2.7518,6
65032,Li2 Fe2 Co2 O8,0.012599999999999945,74
65033,Na5 W14 O42,0.0,1
65034,Li8 Mn12 Co4 O32,1.3741,198
65035,Li12 Fe8 P12 O48,2.3800999999999997,18
65036,V6 O9 F3,1.2266999999999997,38
65037,Ni17 As6 O32,1.9753999999999996,10
65038,Na2 Ni5 O10,0.07240000000000002,2
65039,Li4 Mn2 V2 P8 O28,0.1770999999999998,4
65040,V4 F20,3.0875000000000004,4
65041,V4 O2 F10,1.7294,7
65042,Li4 Fe1 Ni3 O8,0.0,2
65043,Li4 Cr2 Fe2 O8,1.6024000000000003,74
65044,Mg3 Fe2 O5,2.2009,2
65045,K4 H4 I8 O24,3.508,14
65046,Li8 Mn2 V6 P16 O56,0.0,4
65047,Sn4 P8 O28,3.7447000000000004,14
65048,Sn8 P16 O48,3.7518000000000002,14
65049,Li4 Mn1 Ni3 P4 O16,2.9959,6
65050,P12 W8 O48,2.0989,14
65051,Co12 P12 O48,1.1365999999999998,14
65052,V8 P8 O40,1.7964,14
65053,V9 Sb7 O32,0.6117999999999997,2
65054,Lu4 P12 O36,5.741099999999999,11
65055,K6 Mg2 P2 C2 O14,4.4383,11
65056,Bi8 B12 O30,3.3396,15
65057,Na18 I6 O6,1.6772,12
65058,Li9 Mn12 Ni3 O32,0.16310000000000002,5
65059,Li4 Mn3 Co3 Te2 O16,0.0,1
65060,Rb4 Fe4 O8,2.0393,33
65061,Li4 Co2 Ge2 O8,2.2966999999999995,31
65062,Na8 Cr4 C8 S2 O32,1.6368,70
65063,Li10 Fe9 Co1 O20,0.22940000000000005,10
65064,La4 P8 O26,4.92,20
65065,Li4 Fe4 Sb4 O16,1.2033000000000005,95
65066,Y2 Ta14 O38,3.1553999999999998,188
65067,Nb3 Co1 P6 O24,2.1091,146
65068,Li2 Sc1 Fe1 Si4 O12,2.9333000000000005,5
65069,Li16 Ti2 O12,3.9915999999999996,185
65070,Li4 Mn6 Sn2 O16,0.7262000000000004,9
65071,Al4 Zn4 H64 N4 O24 F24,5.1864,14
65072,Li7 Ni5 O12,0.5288999999999997,5
65073,Li2 Mn2 Ni2 O8,0.19090000000000007,74
65074,Li4 Mn1 Fe3 B4 O12,3.1491000000000002,1
65075,Li8 Mn5 Fe3 B8 O24,3.0582000000000003,1
65076,Li4 Mn3 Fe1 B4 O12,3.0413000000000006,1
65077,Li8 Mn1 Fe7 B8 O24,3.116,1
65078,Li6 Mn2 Fe4 B6 O18,2.8263,8
65079,Li4 Mn2 V2 P8 O28,0.47119999999999984,4
65080,Li6 Mn2 Fe4 B6 O18,2.7129999999999996,6
65081,Li8 Mn6 Fe2 B8 O24,3.0120000000000005,1
65082,Li6 Mn3 Fe3 B6 O18,2.7044000000000006,6
65083,Li8 Mn2 V6 P16 O56,0.1835,4
65084,Na2 Li6 Fe8 Si16 O48,2.6744,2
65085,Na2 Li6 Fe8 Si16 O48,2.5606000000000004,1
65086,Li10 Sc4 Fe6 Si20 O60,2.7961000000000005,5
65087,Li8 Sc5 Fe3 Si16 O48,2.9242999999999997,3
65088,Li6 Mn3 Fe3 B6 O18,2.7141,6
65089,Li6 Mn3 Fe3 B6 O18,2.7149,6
65090,Li8 Ti12 Cr4 O32,0.0,212
65091,Li8 Mn12 Cr4 O32,0.6906999999999996,19
65092,Mn2 Nb1 Fe3 P6 O24,2.2996999999999996,146
65093,Zr16 N16 O8,1.791,1
65094,O10 Si2 Ba6,3.5354,140
65095,Na2 Cu2 P8 O24,0.7094,9
65096,Cr3 Ni1 S6 O24,0.0,146
65097,Li4 Fe4 F16,3.6188,14
65098,Li1 V1 Fe1 P2 O8 F2,1.7181000000000002,1
65099,Ba28 Na16 Ca2 N12,0.0,176
65100,Ba8 Ga24 O44,2.6626000000000003,58
65101,Li6 Mn3 Fe3 B6 O18,2.7056000000000004,6
65102,Li8 Mn6 Fe2 B8 O24,3.0309,1
65103,Li2 Fe2 F10,0.5079000000000002,15
65104,V8 O12 F4,1.2125,5
65105,V8 O6 F18,1.278,1
65106,Li8 Mn6 Fe2 B8 O24,2.997,1
65107,Li8 Mn5 Fe3 B8 O24,2.9955000000000003,1
65108,Li4 Mn1 Fe3 B4 O12,3.1540999999999997,1
65109,Li8 Mn6 Fe2 B8 O24,3.0094000000000003,1
65110,Na8 Fe4 C8 S2 O32,0.9841000000000001,70
65111,Li4 Mn2 V2 P8 O28,0.5012999999999999,1
65112,Li8 Mn5 Fe3 B8 O24,3.0751999999999997,1
65113,Li6 Mn3 Fe3 B6 O18,2.6787,6
65114,Ho4 P8 O26,5.6319,20
65115,Zr10 Sn6 O2,0.0,193
65116,Hf16 N16 O8,2.0681000000000003,1
65117,Li10 Mn14 Fe6 O40,0.0,1
65118,Li24 Ti11 Cr1 O36,1.3312999999999997,5
65119,Li8 Mn6 Fe2 B8 O24,3.024,1
65120,Li6 Mn3 Fe3 B6 O18,2.7177000000000007,6
65121,Hf16 N16 O8,2.0671,1
65122,Hg4 H40 N8 Cl16 O4,2.8621999999999996,55
65123,Tm8 Te4 O24,3.1117000000000004,19
65124,Hf16 N16 O8,1.9989,1
65125,Hf16 N16 O8,1.9789999999999992,1
65126,Li8 Mn5 Fe3 B8 O24,3.0066,1
65127,Li8 Mn1 Fe7 B8 O24,3.1364,1
65128,Li6 Mn2 Fe4 B6 O18,2.8421,6
65129,Li4 Mn1 Fe3 B4 O12,3.1573999999999995,1
65130,Li8 Mn1 Fe7 B8 O24,0.0018000000000002458,1
65131,Li8 Mn2 Fe6 B8 O24,3.1115000000000004,2
65132,Li6 Mn3 V3 P12 O42,0.4129999999999998,1
65133,Li4 Mn3 Fe1 B4 O12,3.0329000000000006,1
65134,F6 K2 Ge1,5.799799999999999,164
65135,O6 Na4 Zn4,1.0572,14
65136,O7 P2 Cu2,0.0,12
65137,Li24 Mg6 Si8,0.0,220
65138,F3 Sr1 Cs1,6.4767,221
65139,Al6 Hf4,0.0,43
65140,Sr4 Ta4 N4 O8,0.9120999999999997,5
65141,Li8 Mn6 Fe2 B8 O24,2.9713,1
65142,Na8 Sb8 O16,2.7691,61
65143,Be26 Mg2,0.0,226
65144,Li2 Pr1 Al1,0.0,225
65145,Li1 Tm1 In2,0.0,225
65146,Ba1 Sb2 F12,4.4413,1
65147,Fe1 Si1 Tc2,0.0,225
65148,K12 Tl12,0.020199999999999996,64
65149,Na2 In6,0.0,194
65150,Dy2 Ag1 Os1,0.0,225
65151,Be3 Ni1,0.0,139
65152,Dy4 Ni14,0.0,166
65153,Dy1 Sn1 Ru2,0.0,225
65154,Yb1 Zn1 Au2,0.0,225
65155,Fe2 H8 Br6 N2,0.0,4
65156,Dy1 Tm1 Mg2,0.0,225
65157,Ti2 Zn1 Tc1,0.0,225
65158,Sm1 Zn2 Ag1,0.0,225
65159,Sm1 Dy1 Mg2,0.0,225
65160,In1 Cu1 Pd2,0.0,225
65161,O8 Na10 In2,1.7742,59
65162,O30 Nb10 Ba6,0.0,127
65163,Ni6 Ta2,0.0,59
65164,F14 Y2 Sn2,4.7535,4
65165,S4 Cu2 W1,1.4454,111
65166,C2,0.0,69
65167,F5 Al1 K2,6.3239,123
65168,Zn2 Cu1 Pt1,0.0,225
65169,Tm6 Lu2,0.0,194
65170,Sm1 Ho1 Tl2,0.0,225
65171,Sc2 Pd1 Au1,0.0,225
65172,Sc2 Ga1 Pt1,0.0,225
65173,Sb2 P2 H8 O8 F12,4.1387,15
65174,Lu2 Al2 B8,0.0,65
65175,Ho4,0.0,194
65176,Nd1 Er1 Mg2,0.0,225
65177,Nd1 Tm1 Tl2,0.0,225
65178,Nd1 Lu1 In2,0.0,225
65179,Pr1 Nd1 Mg2,0.0,225
65180,Pr1 Sm1 Mg2,0.0,225
65181,Pr1 Sm1 Tl2,0.0,225
65182,Pr1 Er1 Tl2,0.0,225
65183,Ho4 Co14 B6,0.0,191
65184,Li1 Hf2 Ir1,0.0,225
65185,Lu3 In1,0.0,221
65186,Na1 Sn1 Pd2,0.0,225
65187,Na1 Tl2 Pd1,0.0,225
65188,Pr2 Cd1 Pb1,0.0,225
65189,Sm1 Dy1 Tl2,0.0,225
65190,W2 S2 Cl8,1.965,2
65191,Yb1 Ac1 Mg2,0.0,225
65192,Y1 Tl1 Ag2,0.0,225
65193,Tb1 Sm1 Ir2,0.0,225
65194,Y1 Er1 Tl2,0.0,225
65195,Ho6 Tm2,0.0,194
65196,K2 H8 O4 F2,5.1821,26
65197,Cu4,0.0,194
65198,C4,9.999999999998899e-05,194
65199,Ba4 Hf4 S12,0.8664999999999998,62
65200,Bi4 F20,1.9047999999999998,14
65201,Ca4 Cr4 F20,2.9997,14
65202,Ca4 Mn4 F20,1.5375999999999999,14
65203,Ca4 Ta2 Ti2 O12,0.0,11
65204,Ca2 Cr2 P4 O14,2.9492000000000003,2
65205,Sm12 Ga2 Co4,0.0,71
65206,Au2,0.0,194
65207,Na2 Mo6 P6 O26,1.5094999999999996,11
65208,Si4 La6,0.0,127
65209,Mn1 Fe2 Ge1,0.0,225
65210,La2 Sb2 Pd2,0.0,194
65211,La2 Te2 Cl2,0.6562999999999999,129
65212,Cs4 Li16 B20 O40,4.4885,14
65213,Eu4 Zn4 B20 O40,0.0,14
65214,Eu4 Ba4 Na4 Si12 O36,0.0024999999999999467,19
65215,Dy1 B2 Rh3,0.0,191
65216,Ru1 F6,0.0,229
65217,Zn1 Cu2 Sn1 S4,0.0,121
65218,Mg30 Zn1 Ni1 O32,3.8922999999999996,123
65219,Mg30 Zn1 Ni1 O32,4.2665,123
65220,Li1 Mg30 Mn1 O32,1.4303,123
65221,Ce1 Mg5,0.0,187
65222,Li1 Mg30 Cr1 O32,3.6443000000000003,123
65223,Na4 Cr8 P8 O36,0.679,62
65224,Y1 Al2 Si2,0.0,164
65225,Mg2 Ti2 Fe2 P6 O24,2.3679,161
65226,Y1 Cr4 Cu3 O12,0.10770000000000035,204
65227,Ba4 Zn4 Ni4 F28,1.3279,14
65228,Ba4 Mo4 F28,2.0488999999999997,14
65229,Lu1 Cd2,0.0,164
65230,Cs1 Eu1 Cl3,0.6267,99
65231,Cs1 Sn1 Cl3,0.9786999999999999,221
65232,Tb1 B2 Rh3,0.0,191
65233,Ta2 S4,0.0,194
65234,Nb2 S4,0.0,194
65235,As4 W2,0.0,12
65236,Dy1 In5 Co1,0.0,123
65237,Sr2 Ti1 Mo1 O6,0.0,2
65238,Tb4 Ni4 Sn2,0.0,127
65239,Cs4 I4,3.8345000000000002,62
65240,Pr4 Cu4,0.0,62
65241,Hf3 Ge3 Rh3,0.0,189
65242,Sr2 Tc2 O6,0.0,74
65243,Sr2 Zn1 W1 O6,3.5287999999999995,87
65244,Sm4 Au4,0.0,62
65245,Cs2 Na1 La1 Cl6,4.6109,225
65246,O8 F2 Na2 P2 Y2,5.4899000000000004,12
65247,Hg3,0.0,191
65248,Nd2 Ge4 Rh2,0.0,63
65249,Ca2 Hg6,0.0,63
65250,Ce2 Lu2 S6,0.0,20
65251,Na6 Mn1 Ni3 Sb2 O12,1.4575999999999993,3
65252,Li6 Mg2,0.0,139
65253,O8 P2 Cu1 Sr2,0.22160000000000002,12
65254,Ho4 Se4 F4,2.833,62
65255,Sb4 S4 I4,1.6956999999999995,33
65256,Ba4,0.0,12
65257,Ba1 Sr7 Fe8 O24,0.0,221
65258,Ti4 In6 Br18,0.0,36
65259,V8 O4 F20,1.5271,1
65260,Li18 Co6 P16 O58,1.2671000000000001,1
65261,Ba2 W2 O8,4.7964,15
65262,K3 Hg11,0.0,71
65263,Yb1 P4 Rh6,0.0,174
65264,Sr4 Li2 Ge6,0.0,69
65265,Al2 Fe1 Zr6,0.0,189
65266,Ba2 U1 P2 O10,2.1186,12
65267,Fe2 S2 O8 F2,2.0604,15
65268,Pr4 Te10,0.0,63
65269,Mo2 P2 O10,1.3157,9
65270,La4 Te10,0.0,63
65271,Ti4 Ga1 S8,0.0,216
65272,Tl2 Te6 Mo6,0.0,11
65273,Ba10 P8,0.9428000000000001,64
65274,K1 Au1 I4 O12,2.1222,5
65275,Zn2 Cu4 Ge2 S8,0.48960000000000026,31
65276,Pr6 Sb8 Pt6,0.0,220
65277,Ho3 Ni13 B2,0.0,191
65278,K2 Dy4 Cu4 S9,0.9532000000000003,1
65279,Ho4 Ga12 Ni1,0.0,229
65280,Tb4 Co6 Si10,0.0,72
65281,Cs2 Li1 Pr1 F6,6.9993,225
65282,K2 Li1 Ti1 F6,0.0,225
65283,K2 Li1 Pd1 F6,0.0,225
65284,Cs2 K1 Y1 I6,3.2816,225
65285,Cs2 Tl1 Cu1 Cl6,0.0,225
65286,Rb3 Co1 F6,1.3066,225
65287,Ga4 Sm9,0.0,87
65288,K8 Cu8 H24,0.6413,65
65289,Sm1 Tl1,0.0,221
65290,Li4 Ca2,0.0,227
65291,O8 Ho4 Hg2,2.0919,12
65292,K2 Ho4 Cu4 S9,0.9646999999999997,12
65293,Sr20 Mg6 Fe4 Mo10 O60,0.4154,2
65294,Na3 Gd1 Br6,2.1976,146
65295,Na6 Nd2 Ti4 Nb4 O24,2.5180000000000002,26
65296,Na4 Mn2 Cd2 Fe2 P6 O24,1.2966000000000002,5
65297,Mg2 Sn2 O6,2.5586,148
65298,Li2 V2 F8,2.3001,15
65299,Li8 Mn3 Fe5 B8 O24,3.1234,1
65300,Li4 Mn1 V3 P8 O28,0.4538,1
65301,Li4 Cr3 Fe1 O8,2.1635999999999997,12
65302,Li2 V1 Fe1 P2 H2 O10,1.8645,2
65303,Li6 Mn3 Fe3 B6 O18,2.8125000000000004,6
65304,Tm2 B8 Ir8,0.0,137
65305,K2 Cr2 F6,1.9117,140
65306,K2 Cr2 F6,1.8981999999999999,72
65307,K8 P8 H16 O32,5.282299999999999,4
65308,Na16 Mo8 H32 O48,4.5896,61
65309,Ag1 Au1,0.0,187
65310,Ca2 Zn1 Ga1,0.0,225
65311,Ca2 Ge4 Pt4,0.0,4
65312,Dy6 Y2,0.0,194
65313,Gd2 Ag1 Hg1,0.0,225
65314,Ho2 Zn1 Rh1,0.0,225
65315,Ir1 Rh3,0.0,139
65316,Li6 Zn2,0.0,194
65317,Li1 Zn1 Cu2,0.0,225
65318,Mg1 Ag5,0.0,155
65319,Mn1 Zn1 Ni2,0.0,225
65320,Nd2 Tl1 Cd1,0.0,225
65321,Nd1 Eu1 Hg2,0.0,225
65322,Pr1 Ho1 In2,0.0,225
65323,Sm2 Tl1 In1,0.0,225
65324,Ta1 P1,0.0,187
65325,Ti2 Cu1 Re1,0.0,225
65326,Ti1 Al1 Ir2,0.0,225
65327,Yb1 Y1 Cd2,0.0,225
65328,Tl18 S9,1.0118999999999998,146
65329,Y6 Tl2,0.0,194
65330,Tl2 Zn1 P4 H8 O16,4.9479999999999995,2
65331,Zr3 Cd1,0.0,221
65332,Ba4 Er2 In2 Se10,1.1791,36
65333,Tb6 Ge6 Ru4,0.0,63
65334,Ba4 La2 Ir2 O12,0.0,14
65335,Li2 Mn2 V2 F12,2.3292,102
65336,Ho12 Pt4,0.0034000000000000696,62
65337,Ba4 Lu2 Ir2 O12,0.0,14
65338,Cu2 Sb4 O12,0.0,14
65339,Cs2 P2 H4 O8,5.032900000000001,11
65340,Dy4 Co6 Si10,0.0,72
65341,Tb6 Co4 Ge6,0.0,63
65342,Cs2 Te4 O12,0.6198000000000006,227
65343,La10 Cu2 Bi6,0.0,193
65344,Ce6 Sn10,0.0,63
65345,Th4 Fe14,0.0,166
65346,As8 S12,2.0130999999999997,2
65347,Pr14 Ir6,0.0,186
65348,Tb10 Bi6,0.0,193
65349,Ba12 Sn8,0.5184000000000002,96
65350,Na4 U4 O14,1.6301999999999999,4
65351,Ba2 V2 Si4 O14,2.7556000000000003,40
65352,Li8 Ir4 O12,0.0,70
65353,Na4 B4 H16,6.6167,215
65354,Ba8 Zn4 S12,2.0969,62
65355,La8 S16,0.7930000000000001,33
65356,Mg1 P1 H13 O9,5.5568,146
65357,Na4 B4 H16,6.3998,62
65358,Sm8 Ge14,0.03640000000000043,20
65359,Dy2 In4 Ni18,0.0,127
65360,Sr8 Li4 Ge12,0.0,58
65361,Tb10 In8 Ni4,0.0,55
65362,Sm6 Mn2 Ga2 S14,0.4469000000000003,173
65363,Ce4 Cr4 B16,0.0,55
65364,Sm6 Ta2 O14,3.4902999999999995,63
65365,Hf14 As8,0.0,12
65366,La6 Mg23 P1,0.0,225
65367,Cs8 Hg4 Br16,2.4983,14
65368,Ba8 In4 S16,2.186,2
65369,Zr6 Ga16 Rh7,0.0,225
65370,U8 Fe1 Se17,0.0,12
65371,Al4 P2 H6 O14,5.2329,12
65372,Nb16 Co8 N4,0.0,227
65373,Sr6 Ir6 O18,0.0,15
65374,Hf18 P2 W8,0.0,194
65375,Pr8 Mn2 Sb18,0.0,12
65376,Na4 Ga8 Au16,0.0,14
65377,Sr8 Sn4 O16,2.6781,56
65378,K4 Ti8 O18,3.0234,12
65379,Ca2 Al4 H24 C4 O28,5.0419,2
65380,Cs4 H12 C4 N8 O4,4.24,19
65381,Ba12 P12 Br4 O40,5.0514,19
65382,Cd8 B24 Pb4 O48,3.5976,14
65383,Mn2 B24 H20 O48,4.6556,14
65384,Y2 B6 H30 N2,4.5576,36
65385,Ca6 Si16 P28,0.9058000000000002,14
65386,Na6 Li54 Ge51,0.14559999999999995,157
65387,Sc10 Si20 Ir8,0.0,127
65388,Na32 Fe8 O24,1.194,14
65389,Ce2 H16 S4 O24,1.1482999999999999,70
65390,Ba12 Sm3 Ru9 O36,0.0,12
65391,V2 H24 S2 O22,3.0896999999999997,2
65392,Na8 Fe4 H28 S8 O48,2.2996,14
65393,K60 Fe24 Te60,0.19099999999999984,205
65394,Rb4 Mn2 H24 S4 O28,4.0005,14
65395,K36 Fe8 O32,0.0,15
65396,Sc8 H32 N8 F32,6.0058,62
65397,Rb16 Mo20 H16 Se8 O92,2.9402999999999997,14
65398,Zn2 P4 H16 O20,4.7749,14
65399,Ba8 Ge4 Sb16 S40,1.4007999999999998,135
65400,K8 Cd4 B16 H64,5.3038,14
65401,Ca2 Zr2 Al18 B2 O36,4.8899,173
65402,Ca24 Mg24 B48 O120,5.3583,61
65403,H128 Cl16 O120,5.1399,61
65404,K8 V16 P8 O64,2.3093,2
65405,Re4 Bi12 O32,2.6424,199
65406,Li8 Ti8 P12 O48,0.03610000000000024,60
65407,K4 Li4 B8 H32,6.1395,62
65408,Sr2 Sc8 Si10 O34,4.4,11
65409,Sm8 Zr4 Se20,0.7862000000000005,62
65410,Sr20 V12 H24 O24 F64,2.811,14
65411,Fe2 H20 N6 O28,1.8396,2
65412,Mg4 H16 S8 O36,5.505299999999999,14
65413,La10 Sn20 Ir8,0.0,127
65414,Ni3 P2 H16 O16,4.2164,12
65415,Gd4 Zn34,0.0,63
65416,Ba8 Sr4 Mg16 F56,6.6307,136
65417,V4 Zn4 H56 O32 F16,2.6757,2
65418,Pb4 I8 O24,3.1415,2
65419,Sb4 H36 C6 I18 N18,2.3748,63
65420,K8 Ni4 P16 H32 O64,4.6385,62
65421,U2 Ni1 As2 H24 O24,2.375,2
65422,Na2 Ga2 B2 P4 H6 O20,4.9527,15
65423,Na24 Fe16 P16 O64 F24,2.2702999999999998,55
65424,Li18 Mn36 O72,0.01540000000000008,70
65425,Gd18 C18 O72,0.018399999999999972,6
65426,Er4 Zn34,0.0,63
65427,K12 H4 S12 O44,5.2055,14
65428,Ho20 Sb8 Pd4,0.0,62
65429,Y4 Ga21 Ni10,0.0,12
65430,Cs4 Zr2 Cu6 F24,0.06870000000000001,11
65431,Mn2 Fe4 Pb16 F48,2.1633,14
65432,Cs4 Mo10 P18 O66,1.4526999999999999,2
65433,Al4 B12 H48,6.3575,15
65434,Dy20 Pt16,0.0,62
65435,Ta8 V8 O40,2.2498,14
65436,Cs12 Hg4 Br20,2.4712,62
65437,P4 W20 O68,0.0,4
65438,Lu30 C38,0.0,114
65439,Bi4 H56 C16 N32 Cl20 O8,3.5553999999999997,62
65440,Li8 B12 H56 N4,6.392,62
65441,V4 Pb4 Se4 O22,2.5265,2
65442,Nd12 Ru4 O28,0.22009999999999996,11
65443,Pu8 B24 Os4,0.0,55
65444,Sm10 Sn20 Rh8,0.0,127
65445,K4 B20 H12 O38,5.774,2
65446,Sr4 P6 Pd6,0.0,71
65447,Ho4 Co2 Si4,0.0,12
65448,K5 Bi4,0.0,12
65449,Mn1 Ag2 Sn1 Te4,0.0,121
65450,Si2 Ag4 P4,0.18930000000000025,122
65451,Ba2 Ag1 I1 O6,0.12970000000000015,225
65452,Zr6 Ni1 Sn2,0.0,189
65453,Dy1 Ni1 As1,0.0,187
65454,Ho1 Ni1 As1,0.0,187
65455,Nd1 Al2 Si2,0.0,164
65456,Ba2 In1 Os1 O6,0.41830000000000034,225
65457,Y1 Ga3 B4 O12,4.3959,155
65458,Y16 C7 I14 O2,0.0,12
65459,Tm4 Ga18 Ru6,0.0,63
65460,U6 Ni6 Bi8,0.0,220
65461,Y6 Co30 Si18,0.0,176
65462,Tb4 Al4 Ge8 O28,3.3654,14
65463,Tb9 Mg5 Ni4,0.0,123
65464,Sr2 Ca4 Te6 O18,3.3727,4
65465,Sr16 Zr12 O40,3.6062,61
65466,Tb46 Cd8 Rh14,0.0,186
65467,Sm4 Lu4 Se12,0.7900999999999998,11
65468,Sr12 Sb16 Se36,0.6064999999999996,33
65469,Rb1 Ga1 S2 O8,4.1137,150
65470,Re12 Te16 Br12,0.0,2
65471,Pr4 Si12 N20,3.4487999999999994,19
65472,Rb4 Mo2 O4 F8,3.6041,36
65473,Nd8 Si4 S20,2.4356999999999998,14
65474,Na4 Li4 Be4 F16,7.3931000000000004,62
65475,Na4 Ga4 P8 O28,4.2572,14
65476,Na4 Ca8 Si16 O40 F4,4.959999999999999,2
